record_id,region,country,edu_level,fbo_membership,social_membership,smb_clim_infor,climate_access,clim_infor_useful,years_climate_information,willing_payment_cli,willing_payment,willing_payment_threshold,prioritized_csa_practices,csa_prioritized_inputs,commodity_value_inputs,crop_harvest_inputs,access_credit,amount_funded_input,access_extension_service,times_exten_agents,visit_exten_service,meet_exten_agents,times_hh_mem,medium_exten_service,who_exten_service,MOFAplus,payment_exten_service,price_per_service,hh_mem_payment,crop_produce_inputs,agric_extn_agent_hh,visit_hh_extn_agent,hh_member_talk,participation_agric_serv,hh_member_participated,organization_training,topic_discussed,asking_training,usefulness_training,timeliness_training,hh_member_participated2,Sheep,Poultry,Pigs,Goats,Donkey,Cattle,Bulls,unit_price_livestock,Tractor,Television,Refrigerator,Radio,Plough,Motorbike,Mobilephone,Hoe,Cutlass,Car,Watertank,Water pump,PH drying,Granary,Donkey cart,Bike,unit_price_assets,status,AutoRecordedGIS,AgecategoryofHousehold,Agecategory,CO,acres_land,distance_land,years_farming_land,sel_crop_years,CU,Sourceofinformationonthepra,WhenYeardidyoustartusing,Areacoveredbythepractice,Whydoyoupreferthispractice,CZ,Commonsource,Distancefromhousetothesourc,AverageCostperunitGHS,Whatistheunit,Perceptionofcost,ConstraintstoAccess,DG,Specifyforother,Whatisthetotalacreagescul,Whatisthetotalquantityharve,Whatisthetotalquantityofyo,Whatistheaveragepriceinthe,WillyouAreyoucultivatingth,Whatisyourestimatedyieldfor,DO,DP,Maize100kg,Cowpea100kg,Yam100tubers,Orangefleshsweetpotato100kg,Tomatoes50kg,DV,AmountrequestedinGHS,Amountgranted,DY,DZ,Didyourequest,Perceptiononusefulnessofassi,Timelinessofassistanceorinfo,ED,Number_Qty,UnitpriceGHC,Whoownsthisproperty,Whodecidestodisposeoffthis,EI,NumberQty,EK,EL,EM,latitude,longitude
1235797,Bono East,Ghana,No Formal Education,Yes,Yes,No,Yes,Somewhat useful,30.0,No,,,Minimum tillage for maize and cowpea production,2.0,1.0,2.0,No,,Yes,4.0,No,,,Face-to-face(extension agents to farmer),"Research, NGOs, MOFA Extension",MOFA + NGO Private Research,No,,,1.0,No,,,Yes,Husband,Research institution/universities,Specific agricultural technologies,No,Very useful,Not always timely,Myself,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,rejected,"8.2387412,-1.6311578,8.5",15 to 24 years,25 years to 60 years,Communual land,3.0,6.8,30.0,30.0,Seedbed options-Ridging as an alternative to mounding for yam production,Demonstration/research sites,2020.0,1.0,Climate Smartness,Cutlass,Major city in my area,3.0,25.0,qty,Expensive,0,Yam,0,1,1500,0,0,Yes,2000,Quantity kept for planting (seed),0,0,0,500,0,0,,,,General crop production advice,0,No,Useful,Timely,Sheep,1.0,250.0,Myself,Husband,Hoe,2.0,30.0,Myself,Husband,8.2387412,-1.6311578
1235798,Bono East,Ghana,No Formal Education,Yes,No,No,Yes,Somewhat useful,5.0,Yes,5.0,Yes,Water Management (Mulching ),2.0,1.0,2.0,No,,Yes,5.0,No,,,Face-to-face(extension agents to farmer),"Research, NGOs, MOFA Extension",MOFA + NGO Private Research,No,,,2.0,Yes,2.0,Husband,Yes,Husband,Research institution/universities,,No,Very useful,Timely,Husband,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,rejected,"8.2387359,-1.6311654,2.233",25 years to 60 years,Below or = 14 years,Communual land,5.0,6.0,20.0,20.0,Water management (mulching),Demonstration/research sites,2018.0,3.0,End User friendliness,Cutlass,Major city in my area,6.0,30.0,Qty,Moderate,0,Yam,0,3,1000,800,500,Yes,1000,Quantity kept for planting (seed),0,0,0,100,0,0,,,,Farm management and record keeping,0,No,Useful,Timely,Goats,5.0,200.0,Myself,Husband,Hoe,5.0,20.0,Myself,Husband,8.2387359,-1.6311654
1235799,Bono East,Ghana,Basic Education,Yes,No,Yes,Yes,Very useful,4.0,Yes,5.0,Yes,Minimum tillage for maize and cowpea production,3.0,2.0,3.0,No,,Yes,0.0,,,,,,No access,,,,3.0,Yes,2.0,Myself,No,,,,,,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,rejected,"8.2387314,-1.6309258,2.0",25 years to 60 years,15 years to 24 years,Communual land,3.0,1.0,5.0,2017.0,"Minimum tillage for maize, cowpea and vegetable production",Government Extension Officers,2018.0,2.0,Climate Smartness,Hoe,Agriculture input seller in nearby community #,5.0,30.0,3,Expensive,0,Maize,0,2,4bags,2bags,400,Yes,10bags,Quantity Consumed,0,2bags,0,300tubers,0,0,,,,Pest and disease management,0,No,Useful,Timely,Sheep,2.0,150.0,Myself,Wife,Cutlass,3.0,25.0,Myself,Myself,8.2387314,-1.6309258
1235800,Bono East,Ghana,No Formal Education,Yes,Yes,No,Yes,Somewhat useful,10.0,Yes,2.0,Yes,Promotion of disease and pest tolerant maize and cowpea varieties,4.0,1.0,1.0,No,,No,0.0,Yes,Husband,1.0,,,No access,,,,1.0,No,,,No,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,rejected,"8.2301321,-1.6247472,10.0",25 years to 60 years,25 years to 60 years,Owned,3.0,15.0,20.0,20.0,"Promotion of stress (drought, early maturing, striga and low N ) tolerant Improved maize, cowpea varieties",Government Extension Officers,2018.0,2.0,Climate Smartness,Cutlass,Major city in my area,9.0,25.0,qty,Moderate,0,Maize,0,2,3,2,400,Yes,3,Quantity Consumed,0,1,0,0,0,0,,,,General crop production advice,0,Yes,Useful,Not always timely,Goats,4.0,150.0,Myself,Wife,Motorbike,1.0,4500.0,Husband,Husband,8.2301321,-1.6247472
1235801,Bono East,Ghana,Secondary Education,Yes,Yes,No,Yes,Somewhat useful,3.0,Yes,5.0,No,Water Management (Mulching ),1.0,2.0,2.0,Yes,1.0,Yes,6.0,No,,,Face-to-face(extension agents to farmer),"Research, MOFA Extension",MOFA + NGO Private Research,No,,,4.0,No,,,Yes,Myself,Research institution/universities,Specific agricultural technologies,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,rejected,"7.7894154,-1.9779947,1.666",25 years to 60 years,25 years to 60 years,Temporary offer for cropping,32.0,8.0,15.0,15.0,Promotion of disease and pest tolerant maize and cowpea varieties,Demonstration/research sites,2019.0,3.0,Climate Smartness,Cutlass,Agriculture input seller in my community,0.1,27.0,1,Moderate,0,Maize,0,20,32,24,300,Yes,3,Quantity Consumed,0,8,0,500,0,0,Informal savings and credit group,4000.0,4000.0,Use of fertilizer,0,No,Very useful,Timely,Poultry,18.0,35.0,Myself,Husband,Motorbike,1.0,4500.0,Myself,Husband,7.7894154,-1.9779947
1235802,Bono East,Ghana,Basic Education,Yes,No,No,No,,,Yes,10.0,Yes,Minimum tillage for maize and cowpea production,3.0,2.0,2.0,No,,Yes,3.0,Yes,Husband,1.0,Face-to-face(extension agents to farmer),"Research, MOFA Extension",MOFA + NGO Private Research,No,,,2.0,No,,,Yes,Husband,Research institution/universities,Pest and disease control,No,Very useful,Timely,Husband,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,rejected,"7.7898283,-1.978771,7.3",15 to 24 years,Below or = 14 years,Rented from others,2.0,6.0,3.0,3.0,"Minimum tillage for maize, cowpea and vegetable production",Government Extension Officers,2019.0,2.0,One-Health Achievement,Insecticides,Agriculture input seller in nearby community #,0.5,12.0,litter,Moderate,0,Maize,0,2,8,6,150,Yes,10,Quantity Consumed,0,1 kg,0,100,0,0,,,,Use of improved varieties,0,No,Very useful,Timely,Goats,2.0,300.0,Wife,Wife,Hoe,4.0,10.0,Husband,Husband,7.7898283,-1.978771
1235814,Bono East,Ghana,Basic Education,Yes,No,No,No,,,Yes,5.0,Yes,Promotion of disease and pest tolerant maize and cowpea varieties,2.0,2.0,1.0,Yes,1.0,Yes,15.0,Yes,Husband,2.0,Face-to-face(extension agents to farmer),"Research, MOFA Extension",MOFA + NGO Private Research,No,,,3.0,Yes,2.0,Husband,Yes,Myself,Research institution/universities,Specific agricultural technologies,No,Very useful,Not always timely,Myself,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,rejected,"7.7893976,-1.9779846,2.1",25 years to 60 years,25 years to 60 years,Rented from others,15.0,4.0,15.0,15.0,Seedbed options-Ridging as an alternative to mounding for yam production,Demonstration/research sites,2021.0,1.0,Gender and social inclusion,Improved seed of maize,Agriculture input seller in my community,0.2,25.0,5 kg,Moderate,0,Maize,0,5,35,30,250,Yes,10,Quantity Consumed,0,5,0,200,0,0,Money lender,500.0,500.0,Use of improved varieties,0,No,Useful,Timely,Goats,20.0,400.0,Myself,Husband,Cutlass,2.0,36.0,Husband,Husband,7.7893976,-1.9779846
1235815,Bono East,Ghana,No Formal Education,Yes,Yes,No,Yes,Very useful,7.0,Yes,5.0,Yes,Promotion of disease and pest tolerant maize and cowpea varieties,2.0,2.0,2.0,No,,Yes,3.0,No,,,Face-to-face(extension agents to farmer),MOFA Extension,MOFA only,No,,,3.0,No,,,Yes,Myself,Research institution/universities,Specific agricultural technologies,No,Very useful,Not always timely,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,rejected,"7.7894005,-1.9780009,2.833",25 years to 60 years,25 years to 60 years,Temporary offer for cropping,7.0,5.0,10.0,10.0,Seedbed options-Ridging as an alternative to mounding for yam production,Demonstration/research sites,2019.0,1.0,Climate Smartness,Improved seed of maize,Agriculture input seller in my community,0.2,15.0,5 kg,Moderate,0,Yam,0,1,1000,800,500,Yes,1000,Quantity Consumed,0,2,0,0,0,0,,,,Use of fertilizer,0,No,Useful,Timely,Poultry,10.0,50.0,Myself,Husband,Mobile Phone,1.0,160.0,Myself,Husband,7.7894005,-1.9780009
1235816,Bono East,Ghana,No Formal Education,Yes,Yes,Yes,Yes,Very useful,3.0,Yes,5.0,Yes,Minimum tillage for maize and cowpea production,3.0,2.0,2.0,Yes,1.0,Yes,5.0,No,,,Face-to-face(extension agents to farmer),"Research, MOFA Extension",MOFA + NGO Private Research,No,,,4.0,No,,,No,,,,,,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,rejected,"7.7892633,-1.97792,7.8",Below or = 14 years,15 years to 24 years,Owned,0.0,10.0,6.0,2016.0,"Minimum tillage for maize, cowpea and vegetable production",Other farmers,2016.0,6.0,Climate Smartness,Hoe,Agriculture input seller in my community,0.5,15.0,4,Moderate,0,Maize,0,6,7bags,5bags,400,Yes,4,Quantity Consumed,0,1bag,0,300,0,0,Money lender,1000.0,1000.0,Use of fertilizer,0,No,Very useful,Timely,Goats,20.0,400.0,Husband,Husband,Mobile Phone,1.0,80.0,Husband,Husband,7.7892633,-1.97792
1235997,Bono East,Ghana,No Formal Education,Yes,Yes,No,Yes,Very useful,1.0,No,,,Minimum tillage for maize and cowpea production,3.0,3.0,2.0,Yes,1.0,Yes,2.0,No,,,Face-to-face(extension agents to farmer),MOFA Extension,MOFA only,No,,,1.0,No,,,No,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,rejected,"7.8243845,-1.9572074,14.664",15 to 24 years,25 years to 60 years,Communual land,3.0,4.0,3.0,3.0,"Minimum tillage for maize, cowpea and vegetable production",Other farmers,2019.0,3.0,Adaptability,Ammonia/Urea fertilizer,0,,200.0,2,Expensive,0,Yam,0,1,4,3,1500,Yes,2000,Quantity Consumed,0,0.5,0,0.5,0,0,Informal savings and credit group,700.0,600.0,Use of fertilizer,0,Yes,Useful,Timely,Goats,4.0,200.0,Myself,Myself,Bike,1.0,250.0,Husband,0,7.8243845,-1.9572074
1235998,Bono East,Ghana,Secondary Education,Yes,Yes,No,Yes,Very useful,10.0,Yes,2.0,No,Enhancing access to climate information,2.0,3.0,2.0,Yes,1.0,Yes,4.0,No,,,Face-to-face(extension agents to farmer),"Research, MOFA Extension, NGOs",MOFA + NGO Private Research,No,,,3.0,No,,,Yes,Myself,NGO,Crop management,No,Very useful,Timely,Myself,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,rejected,"7.8242804,-1.9572115,6.068",25 years to 60 years,Below or = 14 years,Rented from others,4.0,4.0,3.0,3.0,Enhancing access to climate information,Radio,2018.0,3.0,Climate Smartness,Mobile phone,Major city in my area,25.0,100.0,1,Moderate,0,Yam,0,1,3,2,1600,Yes,3200,Quantity Consumed,0,0.5,0,0.5,0,0,Informal savings and credit group,1000.0,600.0,General crop production advice,0,Yes,Very useful,Timely,Goats,4.0,300.0,Myself,Myself,Cutlass,2.0,20.0,Myself,0,7.8242804,-1.9572115
1235999,Bono East,Ghana,No Formal Education,Yes,Yes,No,Yes,Very useful,35.0,No,,,Minimum tillage for maize and cowpea production,5.0,3.0,2.0,Yes,1.0,Yes,1.0,Yes,Wife,1.0,Face-to-face(extension agents to farmer),"Research, MOFA Extension",MOFA + NGO Private Research,No,,,2.0,No,,,No,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,rejected,"7.8244571,-1.9571886,10.113",Above 60 years,25 years to 60 years,Communual land,0.0,3.0,40.0,30.0,Promotion of disease and pest tolerant maize and cowpea varieties,Government Extension Officers,2010.0,3.0,Climate Smartness,Ammonia/Urea fertilizer,Agriculture input seller in nearby community #,4.0,100.0,3,Moderate,0,Yam,0,3,12,10,7000,Yes,8500,Quantity Consumed,0,1.5,0,1,0,0,Informal savings and credit group,1000.0,1000.0,General crop production advice,0,Yes,Useful,Timely,Poultry,5.0,30.0,Myself,Myself,Motorbike,1.0,6000.0,Myself,0,7.8244571,-1.9571886
1236000,Bono East,Ghana,Basic Education,Yes,Yes,No,Yes,Very useful,16.0,Yes,10.0,Yes,Promotion of disease and pest tolerant maize and cowpea varieties,5.0,3.0,2.0,No,,Yes,4.0,No,,,Face-to-face(extension agents to farmer),"Research, MOFA Extension",MOFA + NGO Private Research,No,,,3.0,No,,,Yes,Myself,Private Sector,Bee Keeping,No,Very useful,Timely,Myself,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,rejected,"7.824362,-1.9571862,8.343",Below or = 14 years,25 years to 60 years,Owned,3.0,2.0,40.0,30.0,Promotion of disease and pest tolerant maize and cowpea varieties,Government Extension Officers,2010.0,3.0,Adaptability,Improved seed of maize,Agriculture input seller in nearby community #,3.0,15.0,0,Moderate,0,Maize,0,1,8,6,1800,Yes,2500,Quantity kept for planting (seed),0,0.5,0,0.5,0,0,,,,Credit for crop production,0,Yes,Very useful,Timely,,,,,,Bike,1.0,200.0,Myself,0,7.824362,-1.9571862
1236001,Bono East,Ghana,No Formal Education,Yes,Yes,Yes,Yes,Very useful,7.0,Yes,1.0,Yes,Promotion of disease and pest tolerant maize and cowpea varieties,5.0,2.0,3.0,Yes,1.0,Yes,2.0,No,,,Face-to-face(extension agents to farmer),"Research, MOFA Extension, NGOs, Private",MOFA + NGO Private Research,,,,2.0,No,,,Yes,Myself,Research institution/universities,Specific agricultural technologies,No,Very useful,Timely,Myself,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,rejected,"7.7893609,-1.9779073,7.079",25 years to 60 years,25 years to 60 years,Rented from others,4.0,5.0,13.0,10.0,Enhancing access to climate information,Radio,2015.0,1.0,Climate Smartness,Ammonia/Urea fertilizer,Colleague farmer,,100.0,1,Low/Cheap,0,Maize,0,2,25,20,6000,Yes,8000,Quantity kept for planting (seed),0,1,0,5.5,0,0,Relatives and friends,4000.0,4000.0,Use of fertilizer,0,Yes,Very useful,Timely,Goats,3.0,300.0,Myself,Myself,Hoe,3.0,20.0,Myself,0,7.7893609,-1.9779073
1236572,Bono East,Ghana,Tertiary,No,No,No,Yes,Very useful,3.0,Yes,3.0,No,Minimum tillage for maize and cowpea production,4.0,2.0,3.0,No,,No,0.0,No,,,,,No access,,,,4.0,No,,,No,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,rejected,"7.8244197,-1.9567268,8.576",25 years to 60 years,25 years to 60 years,Temporary offer for cropping,2.0,7.0,2.0,2.0,"Minimum tillage for maize, cowpea and vegetable production",Other farmers,2019.0,1.0,Climate Smartness,Cutlass,Agriculture input seller in nearby community #,7.0,30.0,2,Moderate,0,Maize,0,half acre,1,non,250,Yes,2bags,Quantity Consumed,0,1bag,0,200tubers,0,0,,,,Use of fertilizer,0,No,Very useful,Timely,,,,,,Mobile Phone,1.0,300.0,Myself,Myself,7.8244197,-1.9567268
1236573,Bono East,Ghana,Secondary Education,Yes,Yes,Yes,Yes,Very useful,25.0,Yes,10.0,Yes,Minimum tillage for maize and cowpea production,5.0,2.0,3.0,No,,Yes,10.0,Yes,Myself,12.0,Face-to-face(extension agents to farmer),"Research, NGOs, MOFA Extension",MOFA + NGO Private Research,No,,,4.0,Yes,10.0,Myself,Yes,Myself,NGO,Livestock husbandry,No,Very useful,Timely,Myself,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,rejected,"7.8259277,-1.9569182,6.432",Above 60 years,Above 60 years,Owned,3.0,2.0,24.0,1998.0,Promotion of disease and pest tolerant maize and cowpea varieties,Government Extension Officers,2004.0,1.0,Climate Smartness,Ammonia/Urea fertilizer,Agriculture input seller in nearby community #,7.0,0.0,1,Moderate,0,Yam,0,1,6,3,700,Yes,5,Quantity kept for planting (seed),0,15kg,0,1000,0,0,,,,Soil management,0,No,Very useful,Timely,Poultry,40.0,40.0,Myself,Wife,Radio,1.0,60.0,Husband,Husband,7.8259277,-1.9569182
1236574,Bono East,Ghana,No Formal Education,Yes,Yes,Yes,Yes,Very useful,2.0,Yes,5.0,Yes,Minimum tillage for maize and cowpea production,2.0,2.0,3.0,No,,Yes,5.0,No,,,Face-to-face(extension agents to farmer),"Research, MOFA Extension",MOFA + NGO Private Research,No,,,4.0,No,,,No,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,rejected,"7.7893939,-1.9780004,3.9",Below or = 14 years,25 years to 60 years,Rented from others,6.0,7.0,3.0,2019.0,"Minimum tillage for maize, cowpea and vegetable production",Other farmers,2019.0,6.0,End User friendliness,Cutlass,Agriculture input seller in my community,0.5,25.0,2,Expensive,0,Maize,0,3,24bags,17,300 per bag,Yes,26,Quantity kept for planting (seed),0,50kg,0,9x100,0,0,,,,Soil management,0,No,Useful,Timely,Goats,4.0,200.0,Myself,Son,Hoe,3.0,20.0,Myself,Wife,7.7893939,-1.9780004
1236575,Bono East,Ghana,No Formal Education,Yes,Yes,Yes,Yes,Very useful,5.0,Yes,3.0,Yes,Minimum tillage for maize and cowpea production,3.0,2.0,3.0,No,,Yes,5.0,No,,,Face-to-face(extension agents to farmer),"Research, MOFA Extension",MOFA + NGO Private Research,No,,,4.0,No,,,No,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,rejected,"7.7893976,-1.9780002,8.576",,25 years to 60 years,Rented from others,4.0,10.0,1.0,2007.0,Promotion of disease and pest tolerant maize and cowpea varieties,Government Extension Officers,2010.0,1.0,Climate Smartness,Insecticides,Agriculture input seller in my community,0.5,50.0,3,Moderate,0,Yam,0,3,20ï¿½ï¿½100,15ï¿½ï¿½100,1000 per every 100 tubers,Yes,15x100,Quantity Consumed,0,2bags,0,200,0,0,,,,Soil management,0,No,Useful,Timely,Poultry,1.0,40.0,Son,Son,Cutlass,2.0,28.0,Son,Son,7.7893976,-1.9780002
1236576,Bono East,Ghana,Secondary Education,,Yes,Yes,Yes,Very useful,5.0,Yes,100.0,Yes,Minimum tillage for maize and cowpea production,3.0,2.0,2.0,Yes,1.0,Yes,5.0,Yes,Myself,3.0,Face-to-face(extension agents to farmer),MOFA Extension,MOFA only,No,,,4.0,Yes,3.0,Husband,No,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,rejected,"5.7268227,-0.0710484,9.648",25 years to 60 years,Below or = 14 years,Owned,4.0,3.0,5.0,3.0,"Minimum tillage for maize, cowpea and vegetable production",Government Extension Officers,2020.0,4.0,Climate Smartness,Cutlass,Agriculture input seller in nearby community #,4.5,15.0,3,Moderate,0,Yam,0,4,1500 tubers,1000tubers,"2,8000 for selling all the 100tubers",Yes,3000tubers,Quantity Consumed,0,27bags,0,300tubers,0,0,Relatives and friends,2000.0,2000.0,Soil management,0,Yes,Useful,Timely,Poultry,60.0,35.0,Myself,Husband,Hoe,4.0,10.0,Myself,Myself,5.7268227,-0.0710484
1236577,Bono East,Ghana,No Formal Education,Yes,Yes,Yes,Yes,Very useful,7.0,Yes,10.0,Yes,Minimum tillage for maize and cowpea production,3.0,2.0,3.0,Yes,1.0,Yes,6.0,Yes,Myself,2.0,Face-to-face(extension agents to farmer),"Research, NGOs, MOFA Extension",MOFA + NGO Private Research,No,,,4.0,No,,,No,,,,,,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,rejected,"7.789406,-1.9779956,4.094",Below or = 14 years,25 years to 60 years,Rented from others,10.0,10.0,27.0,2000.0,Promotion of disease and pest tolerant maize and cowpea varieties,Government Extension Officers,2019.0,1.0,Climate Smartness,Hoe,Agriculture input seller in my community,0.5,25.0,4,Expensive,0,Maize,0,3,8bags,5bags,400 per bag,Yes,5bags,Quantity lost through Post-harvest losses,0,0,0,2x100,0,0,Informal savings and credit group,1000.0,1000.0,Pest and disease management,0,No,Very useful,Timely,Goats,14.0,250.0,Myself,Wife,Radio,1.0,15.0,Myself,Wife,7.789406,-1.9779956
1236578,Bono East,Ghana,Secondary Education,No,No,No,Yes,Very useful,5.0,Yes,5.0,Yes,Minimum tillage for maize and cowpea production,3.0,2.0,3.0,No,,Yes,3.0,No,,,Face-to-face(extension agents to farmer),"Research, NGOs, MOFA Extension",MOFA + NGO Private Research,No,,,4.0,No,,,No,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,rejected,"7.8244581,-1.9577102,7.504",Below or = 14 years,25 years to 60 years,Rented from others,2.0,3.0,3.0,2019.0,Promotion of disease and pest tolerant maize and cowpea varieties,Government Extension Officers,2019.0,2.0,Climate Smartness,Hoe,Agriculture input seller in nearby community #,7.0,25.0,2,Moderate,0,Maize,0,2,8,6,250,Yes,10bags,Quantity Consumed,0,2bags,0,300,0,0,,,,Use of fertilizer,0,No,Very useful,Timely,Goats,4.0,200.0,Myself,Myself,Cutlass,2.0,25.0,Myself,Wife,7.8244581,-1.9577102
1236579,Bono East,Ghana,Basic Education,No,No,No,Yes,Very useful,10.0,Yes,2.0,No,Minimum tillage for maize and cowpea production,4.0,2.0,3.0,Yes,1.0,Yes,6.0,Yes,Wife,4.0,Face-to-face(extension agents to farmer),"Research, MOFA Extension",MOFA + NGO Private Research,No,,,4.0,Yes,4.0,Husband,No,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,rejected,"7.8244622,-1.9572919,7.504",Below or = 14 years,15 years to 24 years,Rented from others,15.0,1.0,22.0,2005.0,"Minimum tillage for maize, cowpea and vegetable production",Farmer Group members,2012.0,5.0,End User friendliness,Cutlass,Agriculture input seller in my community,5.0,25.0,10,Expensive,0,Yam,0,20,15000,10000,800,Yes,20000,Quantity lost through Post-harvest losses,0,0,0,3000,0,0,Informal savings and credit group,1000.0,1000.0,Use of fertilizer,0,No,Very useful,Timely,,,,,,Cutlass,10.0,20.0,Husband,Husband,7.8244622,-1.9572919
1236580,Bono East,Ghana,No Formal Education,No,Yes,No,No,,,Yes,5.0,Yes,Minimum tillage for maize and cowpea production,4.0,2.0,2.0,No,,Yes,2.0,No,,,Face-to-face(extension agents to farmer),MOFA Extension,MOFA only,,,,4.0,Yes,2.0,Myself,No,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,rejected,"5.726824,-0.0710448,8.814",25 years to 60 years,25 years to 60 years,Owned,20.0,3.0,7.0,2012.0,Seedbed options-Ridging as an alternative to mounding for yam production,Government Extension Officers,2015.0,30.0,Climate Smartness,NPK Fertilizer,Major city in my area,15.0,200.0,5,Expensive,0,Maize,0,30,15bags,10bags,200,Yes,10bags,Quantity kept for planting (seed),0,1bag,0,0,0,0,,,,Soil management,0,Yes,Useful,Timely,Poultry,15.0,30.0,Myself,Myself,Mobile Phone,1.0,80.0,Myself,Myself,5.726824,-0.0710448
